Temperature - (Celsius), Year, Statistics, Country, ISO3
-6.3548, 1997, Aug Average, Greenland, GRL
-13.696, 1997, Sep Average, Greenland, GRL
-19.615, 1997, Oct Average, Greenland, GRL
-23.166, 1997, Nov Average, Greenland, GRL
-24.733, 1997, Dec Average, Greenland, GRL
-24.859, 1998, Jan Average, Greenland, GRL
-28.307, 1998, Feb Average, Greenland, GRL
-27.153, 1998, Mar Average, Greenland, GRL
-20.196, 1998, Apr Average, Greenland, GRL
-13.124, 1998, May Average, Greenland, GRL
-5.5894, 1998, Jun Average, Greenland, GRL
-2.7266, 1998, Jul Average, Greenland, GRL
-5.2783, 1998, Aug Average, Greenland, GRL
-12.393, 1998, Sep Average, Greenland, GRL
-18.474, 1998, Oct Average, Greenland, GRL
-21.006, 1998, Nov Average, Greenland, GRL
-24.906, 1998, Dec Average, Greenland, GRL
-26.012, 1999, Jan Average, Greenland, GRL
-26.676, 1999, Feb Average, Greenland, GRL
-27.298, 1999, Mar Average, Greenland, GRL
-20.896, 1999, Apr Average, Greenland, GRL
-13.694, 1999, May Average, Greenland, GRL
-6.9082, 1999, Jun Average, Greenland, GRL
-2.544, 1999, Jul Average, Greenland, GRL
-6.5707, 1999, Aug Average, Greenland, GRL
-12.916, 1999, Sep Average, Greenland, GRL
-19.672, 1999, Oct Average, Greenland, GRL
-22.306, 1999, Nov Average, Greenland, GRL
-27.324, 1999, Dec Average, Greenland, GRL
-25.318, 2000, Jan Average, Greenland, GRL
-26.365, 2000, Feb Average, Greenland, GRL
-28.287, 2000, Mar Average, Greenland, GRL
-21.972, 2000, Apr Average, Greenland, GRL
-14.057, 2000, May Average, Greenland, GRL
-5.6495, 2000, Jun Average, Greenland, GRL
-2.8535, 2000, Jul Average, Greenland, GRL
-5.9372, 2000, Aug Average, Greenland, GRL
-13.046, 2000, Sep Average, Greenland, GRL
-19.017, 2000, Oct Average, Greenland, GRL
-23.648, 2000, Nov Average, Greenland, GRL
-26.002, 2000, Dec Average, Greenland, GRL
-24.767, 2001, Jan Average, Greenland, GRL
-26.99, 2001, Feb Average, Greenland, GRL
-29.376, 2001, Mar Average, Greenland, GRL
-23.387, 2001, Apr Average, Greenland, GRL
-13.898, 2001, May Average, Greenland, GRL
-6.0881, 2001, Jun Average, Greenland, GRL
-3.0364, 2001, Jul Average, Greenland, GRL
-4.9329, 2001, Aug Average, Greenland, GRL
-11.798, 2001, Sep Average, Greenland, GRL
-18.259, 2001, Oct Average, Greenland, GRL
-24.031, 2001, Nov Average, Greenland, GRL
-22.208, 2001, Dec Average, Greenland, GRL
-24.169, 2002, Jan Average, Greenland, GRL
-29.664, 2002, Feb Average, Greenland, GRL
-29.087, 2002, Mar Average, Greenland, GRL
-23.028, 2002, Apr Average, Greenland, GRL
-12.538, 2002, May Average, Greenland, GRL
-5.0988, 2002, Jun Average, Greenland, GRL
-2.9629, 2002, Jul Average, Greenland, GRL
-4.7192, 2002, Aug Average, Greenland, GRL
-11.186, 2002, Sep Average, Greenland, GRL
-16.175, 2002, Oct Average, Greenland, GRL
-21.957, 2002, Nov Average, Greenland, GRL
-21.444, 2002, Dec Average, Greenland, GRL
-23.378, 2003, Jan Average, Greenland, GRL
-25.591, 2003, Feb Average, Greenland, GRL
-28.081, 2003, Mar Average, Greenland, GRL
-21.711, 2003, Apr Average, Greenland, GRL
-12.677, 2003, May Average, Greenland, GRL
-5.402, 2003, Jun Average, Greenland, GRL
-1.4656, 2003, Jul Average, Greenland, GRL
-3.8977, 2003, Aug Average, Greenland, GRL
-10.902, 2003, Sep Average, Greenland, GRL
-17.16, 2003, Oct Average, Greenland, GRL
-22.982, 2003, Nov Average, Greenland, GRL
-25.382, 2003, Dec Average, Greenland, GRL
-24.786, 2004, Jan Average, Greenland, GRL
-25.933, 2004, Feb Average, Greenland, GRL
-28.01, 2004, Mar Average, Greenland, GRL
-20.365, 2004, Apr Average, Greenland, GRL
-12.307, 2004, May Average, Greenland, GRL
-5.9395, 2004, Jun Average, Greenland, GRL
-3.0326, 2004, Jul Average, Greenland, GRL
-4.7475, 2004, Aug Average, Greenland, GRL
-12.591, 2004, Sep Average, Greenland, GRL
-18.367, 2004, Oct Average, Greenland, GRL
-24.62, 2004, Nov Average, Greenland, GRL
-26.971, 2004, Dec Average, Greenland, GRL
-22.877, 2005, Jan Average, Greenland, GRL
-21.72, 2005, Feb Average, Greenland, GRL
-25.095, 2005, Mar Average, Greenland, GRL
-20.803, 2005, Apr Average, Greenland, GRL
-11.384, 2005, May Average, Greenland, GRL
-5.0068, 2005, Jun Average, Greenland, GRL
-2.1567, 2005, Jul Average, Greenland, GRL
-5.5465, 2005, Aug Average, Greenland, GRL
-12.958, 2005, Sep Average, Greenland, GRL
-19.916, 2005, Oct Average, Greenland, GRL
-22.491, 2005, Nov Average, Greenland, GRL
-22.906, 2005, Dec Average, Greenland, GRL
-22.231, 2006, Jan Average, Greenland, GRL
-25.332, 2006, Feb Average, Greenland, GRL
-26.142, 2006, Mar Average, Greenland, GRL
-20.78, 2006, Apr Average, Greenland, GRL
-11.369, 2006, May Average, Greenland, GRL
-6.7132, 2006, Jun Average, Greenland, GRL
-2.6377, 2006, Jul Average, Greenland, GRL
-5.3354, 2006, Aug Average, Greenland, GRL
-11.31, 2006, Sep Average, Greenland, GRL
-19.359, 2006, Oct Average, Greenland, GRL
-23.137, 2006, Nov Average, Greenland, GRL
-24.95, 2006, Dec Average, Greenland, GRL
-24.339, 2007, Jan Average, Greenland, GRL
-23.597, 2007, Feb Average, Greenland, GRL
-27.231, 2007, Mar Average, Greenland, GRL
-20.093, 2007, Apr Average, Greenland, GRL
-13.939, 2007, May Average, Greenland, GRL
-5.4325, 2007, Jun Average, Greenland, GRL
-2.2001, 2007, Jul Average, Greenland, GRL
-4.2115, 2007, Aug Average, Greenland, GRL
-12.577, 2007, Sep Average, Greenland, GRL
-18.566, 2007, Oct Average, Greenland, GRL
-23.038, 2007, Nov Average, Greenland, GRL
-25.131, 2007, Dec Average, Greenland, GRL
-26.518, 2008, Jan Average, Greenland, GRL
-24.038, 2008, Feb Average, Greenland, GRL
-29.022, 2008, Mar Average, Greenland, GRL
-22.299, 2008, Apr Average, Greenland, GRL
-12.597, 2008, May Average, Greenland, GRL
-4.2278, 2008, Jun Average, Greenland, GRL
-2.0416, 2008, Jul Average, Greenland, GRL
-4.5603, 2008, Aug Average, Greenland, GRL
-11.281, 2008, Sep Average, Greenland, GRL
-18.865, 2008, Oct Average, Greenland, GRL
-23.071, 2008, Nov Average, Greenland, GRL
-24.317, 2008, Dec Average, Greenland, GRL
-22.464, 2009, Jan Average, Greenland, GRL
-28.02, 2009, Feb Average, Greenland, GRL
-29.551, 2009, Mar Average, Greenland, GRL
-23.176, 2009, Apr Average, Greenland, GRL
-11.348, 2009, May Average, Greenland, GRL
-6.1564, 2009, Jun Average, Greenland, GRL
-1.4894, 2009, Jul Average, Greenland, GRL
-4.7162, 2009, Aug Average, Greenland, GRL
-12.481, 2009, Sep Average, Greenland, GRL
-19.609, 2009, Oct Average, Greenland, GRL
-22.954, 2009, Nov Average, Greenland, GRL
-21.569, 2009, Dec Average, Greenland, GRL
-22.689, 2010, Jan Average, Greenland, GRL
-24.239, 2010, Feb Average, Greenland, GRL
-26.772, 2010, Mar Average, Greenland, GRL
-18.915, 2010, Apr Average, Greenland, GRL
-10.807, 2010, May Average, Greenland, GRL
-5.2297, 2010, Jun Average, Greenland, GRL
-2.2356, 2010, Jul Average, Greenland, GRL
-4.2679, 2010, Aug Average, Greenland, GRL
-10.995, 2010, Sep Average, Greenland, GRL
-17.702, 2010, Oct Average, Greenland, GRL
-23.238, 2010, Nov Average, Greenland, GRL
-21.257, 2010, Dec Average, Greenland, GRL
-22.296, 2011, Jan Average, Greenland, GRL
-22.845, 2011, Feb Average, Greenland, GRL
-26.722, 2011, Mar Average, Greenland, GRL
-22.789, 2011, Apr Average, Greenland, GRL
-12.366, 2011, May Average, Greenland, GRL
-5.0016, 2011, Jun Average, Greenland, GRL
-2.3514, 2011, Jul Average, Greenland, GRL
-4.1737, 2011, Aug Average, Greenland, GRL
-12.016, 2011, Sep Average, Greenland, GRL
-18.694, 2011, Oct Average, Greenland, GRL
-22.233, 2011, Nov Average, Greenland, GRL
-25.884, 2011, Dec Average, Greenland, GRL
-22.134, 2012, Jan Average, Greenland, GRL
-24.712, 2012, Feb Average, Greenland, GRL
-27.044, 2012, Mar Average, Greenland, GRL
-22.056, 2012, Apr Average, Greenland, GRL
-12.685, 2012, May Average, Greenland, GRL
-4.7399, 2012, Jun Average, Greenland, GRL
-2.0851, 2012, Jul Average, Greenland, GRL
-4.8661, 2012, Aug Average, Greenland, GRL
-10.769, 2012, Sep Average, Greenland, GRL
-17.45, 2012, Oct Average, Greenland, GRL
-23.486, 2012, Nov Average, Greenland, GRL
-24.966, 2012, Dec Average, Greenland, GRL
-22.954, 2013, Jan Average, Greenland, GRL
-27.253, 2013, Feb Average, Greenland, GRL
-26.698, 2013, Mar Average, Greenland, GRL
-21.958, 2013, Apr Average, Greenland, GRL
-13.679, 2013, May Average, Greenland, GRL
-5.7718, 2013, Jun Average, Greenland, GRL
-2.7869, 2013, Jul Average, Greenland, GRL
-5.9977, 2013, Aug Average, Greenland, GRL
-12.351, 2013, Sep Average, Greenland, GRL
-19.273, 2013, Oct Average, Greenland, GRL
-24.47, 2013, Nov Average, Greenland, GRL
-24.774, 2013, Dec Average, Greenland, GRL
-21.481, 2014, Jan Average, Greenland, GRL
-23.231, 2014, Feb Average, Greenland, GRL
-28.582, 2014, Mar Average, Greenland, GRL
-22.69, 2014, Apr Average, Greenland, GRL
-12.422, 2014, May Average, Greenland, GRL
-5.0969, 2014, Jun Average, Greenland, GRL
-1.9612, 2014, Jul Average, Greenland, GRL
-4.2541, 2014, Aug Average, Greenland, GRL
-11.932, 2014, Sep Average, Greenland, GRL
-18.302, 2014, Oct Average, Greenland, GRL
-21.359, 2014, Nov Average, Greenland, GRL
-24, 2014, Dec Average, Greenland, GRL
-21.854, 2015, Jan Average, Greenland, GRL
-27.868, 2015, Feb Average, Greenland, GRL
-27.104, 2015, Mar Average, Greenland, GRL
-21.618, 2015, Apr Average, Greenland, GRL
-15.385, 2015, May Average, Greenland, GRL
-5.608, 2015, Jun Average, Greenland, GRL
-1.5709, 2015, Jul Average, Greenland, GRL
-5.1698, 2015, Aug Average, Greenland, GRL
-12.329, 2015, Sep Average, Greenland, GRL
-17.886, 2015, Oct Average, Greenland, GRL
-22.733, 2015, Nov Average, Greenland, GRL
-26.472, 2015, Dec Average, Greenland, GRL
-21.069, 2016, Jan Average, Greenland, GRL
-24.015, 2016, Feb Average, Greenland, GRL
-24.596, 2016, Mar Average, Greenland, GRL
-20.287, 2016, Apr Average, Greenland, GRL
-11.462, 2016, May Average, Greenland, GRL
-4.6949, 2016, Jun Average, Greenland, GRL
-1.2544, 2016, Jul Average, Greenland, GRL
-4.2961, 2016, Aug Average, Greenland, GRL
-11.126, 2016, Sep Average, Greenland, GRL
-16.782, 2016, Oct Average, Greenland, GRL
-20.343, 2016, Nov Average, Greenland, GRL
-24.073, 2016, Dec Average, Greenland, GRL
